,leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label
4170,17.895,1.0554465726675728,0.139,0.08199999999999999,0.9470000000000001,0.152,0.019,0.442,0.442,1.608,0.031,8.36,0.136,0
4171,16.875,1.05674701848223,0.145,0.094,0.9440000000000001,0.159,0.019,0.42200000000000004,0.42200000000000004,1.642,0.026000000000000002,8.281,0.151,0
4172,16.063,1.0617356547417802,0.157,0.106,0.941,0.151,0.019,0.39299999999999996,0.39299999999999996,1.5619999999999998,-0.049,8.166,0.161,0
4173,15.093,1.064731542879407,0.16699999999999998,0.122,0.938,0.16899999999999998,0.02,0.33299999999999996,0.33299999999999996,1.811,0.031,8.895,0.179,0
4174,15.367,1.0673147012514705,0.158,0.122,0.9390000000000001,0.18100000000000002,0.019,0.259,0.259,2.191,-0.071,10.088,0.175,0
4175,15.345,1.0648312300840033,0.17800000000000002,0.109,0.9390000000000001,0.193,0.022000000000000002,0.2,0.2,2.519,-0.005,9.422,0.162,0
4176,15.435,1.064636255657899,0.17,0.114,0.9390000000000001,0.171,0.021,0.16,0.16,2.367,-0.002,8.523,0.163,0
4177,15.245,1.0669098209924432,0.17600000000000002,0.11199999999999999,0.938,0.191,0.021,0.185,0.185,2.5340000000000003,-0.018000000000000002,9.238999999999999,0.155,0
4178,14.864,1.0662883373110708,0.17800000000000002,0.1,0.937,0.188,0.022000000000000002,0.22399999999999998,0.22399999999999998,2.312,-0.019,9.247,0.14,0
4179,15.364,1.0638330095801334,0.12300000000000001,0.095,0.9390000000000001,0.20800000000000002,0.018000000000000002,0.225,0.225,2.641,0.006999999999999999,11.966,0.136,0
4180,15.311,1.0652670566803106,0.14,0.1,0.9390000000000001,0.16,0.021,0.215,0.215,2.0469999999999997,-0.01,7.941,0.138,0
4181,14.254000000000001,1.0674174403458792,0.154,0.107,0.934,0.149,0.021,0.19899999999999998,0.19899999999999998,1.8230000000000002,0.057,7.0329999999999995,0.15,0
4182,14.54,1.0707139754418527,0.12300000000000001,0.10400000000000001,0.9359999999999999,0.205,0.02,0.182,0.182,2.6060000000000003,-0.034,10.876,0.157,0
4183,13.857000000000001,1.0694283276296912,0.037000000000000005,0.10800000000000001,0.9329999999999999,0.179,0.013999999999999999,0.17300000000000001,0.17300000000000001,2.199,-0.027000000000000003,12.536,0.16899999999999998,0
4184,13.533,1.0720495653676867,0.078,0.09300000000000001,0.9309999999999999,0.11199999999999999,0.022000000000000002,0.17300000000000001,0.17300000000000001,1.345,0.111,5.007,0.159,0
4185,11.437000000000001,1.0818440659934578,0.141,0.084,0.92,0.139,0.031,0.175,0.175,1.422,0.001,4.547,0.154,0
4186,11.927,1.086908432231144,0.154,0.08199999999999999,0.9229999999999999,0.125,0.031,0.163,0.163,1.3559999999999999,0.001,4.144,0.138,0
4187,11.149000000000001,1.0873980884457473,0.177,0.105,0.9179999999999999,0.14800000000000002,0.035,0.295,0.295,1.265,0.035,4.189,0.153,0
4188,11.677,1.0861315343950573,0.155,0.10400000000000001,0.9209999999999999,0.171,0.035,0.32299999999999995,0.32299999999999995,1.469,-0.022000000000000002,5.165,0.157,0
4189,11.216,1.0844074724555621,0.153,0.086,0.9179999999999999,0.19899999999999998,0.03,0.309,0.309,1.676,-0.065,6.946000000000001,0.132,0
4190,10.824000000000002,1.0900660843681458,0.165,0.086,0.915,0.22699999999999998,0.032,0.33799999999999997,0.33799999999999997,1.775,0.02,7.372000000000001,0.13699999999999998,0
4191,20.325,1.0554443716157658,0.12300000000000001,0.067,0.946,0.09699999999999999,0.009000000000000001,0.261,0.261,1.57,0.044000000000000004,10.523,0.11,0
4192,20.892,1.0536274592529218,0.125,0.078,0.948,0.12,0.009000000000000001,0.23600000000000002,0.23800000000000002,2.009,-0.005,13.09,0.128,0
4193,19.434,1.0555246416392705,0.122,0.08,0.9490000000000001,0.094,0.009000000000000001,0.222,0.222,1.5,0.034,9.985,0.146,0
4194,19.165,1.049027209451374,0.114,0.07400000000000001,0.95,0.067,0.012,0.21,0.21,1.06,0.032,5.574,0.14,0
4195,19.395,1.0519256331626594,0.131,0.07400000000000001,0.951,0.07400000000000001,0.015,0.198,0.198,1.205,0.015,5.204,0.138,0
4196,19.28,1.0492744868427242,0.16899999999999998,0.081,0.951,0.083,0.019,0.17600000000000002,0.17600000000000002,1.393,0.022000000000000002,4.5169999999999995,0.141,0
4197,18.406,1.0542351171379785,0.19,0.095,0.948,0.091,0.024,0.131,0.131,1.538,0.006,4.062,0.151,0
4198,18.305,1.053847884469217,0.185,0.10800000000000001,0.948,0.077,0.021,0.01,0.01,1.4809999999999999,0.024,3.697,0.172,0
4199,15.775,1.0563114090675523,0.18100000000000002,0.124,0.94,0.06,0.022000000000000002,0.45299999999999996,0.8270000000000001,1.011,0.005,2.759,0.19399999999999998,0
4200,15.635,1.0660049718314997,0.12300000000000001,0.12300000000000001,0.94,0.065,0.017,0.51,1.037,1.084,-0.004,4.051,0.2,0
4201,16.391,1.0606809356160738,0.11800000000000001,0.11,0.9420000000000001,0.113,0.016,0.527,1.113,1.955,-0.011000000000000001,7.1339999999999995,0.19,0
4202,17.346,1.0567115705479038,0.124,0.11199999999999999,0.945,0.099,0.019,0.515,1.043,1.788,0.064,5.483,0.183,0
4203,17.21,1.0572370606616217,0.152,0.113,0.945,0.076,0.021,0.418,0.682,1.3230000000000002,0.021,3.722,0.16699999999999998,0
4204,16.949,1.0565654932106237,0.124,0.107,0.9440000000000001,0.09300000000000001,0.019,0.38,0.49,1.328,-0.028999999999999998,5.035,0.158,0
4205,16.456,1.0585300800158055,0.009000000000000001,0.099,0.943,0.068,0.006999999999999999,0.312,0.312,0.813,0.057999999999999996,9.123,0.14400000000000002,0
4206,17.793,1.0541240457728647,0.027999999999999997,0.10099999999999999,0.9470000000000001,0.075,0.012,0.342,0.342,0.927,-0.008,6.148,0.14800000000000002,0
4207,18.657,1.055399654577972,-0.196,0.109,0.9490000000000001,0.095,-0.002,0.336,0.336,1.238,-0.024,-41.556999999999995,0.162,0
4208,22.188000000000002,1.044347049048224,-0.016,0.11,0.9570000000000001,0.047,0.015,0.243,0.243,0.826,0.036000000000000004,3.105,0.172,0
4209,20.947,1.044777946149301,0.07400000000000001,0.107,0.9540000000000001,0.04,0.022000000000000002,0.223,0.223,0.6779999999999999,0.077,1.8319999999999999,0.18100000000000002,0
4210,17.94,1.051594031373771,0.064,0.099,0.9470000000000001,0.037000000000000005,0.026000000000000002,0.191,0.191,0.569,-0.038,1.4169999999999998,0.16899999999999998,0
4212,9.883,1.1129830931314817,0.135,0.094,0.8959999999999999,0.185,0.037000000000000005,0.331,0.331,1.395,0.023,6.355,0.157,0
4213,10.895,1.110611391675961,0.141,0.083,0.905,0.179,0.033,0.321,0.321,1.3940000000000001,0.028999999999999998,5.727,0.135,0
4214,12.727,1.0913227172476063,0.133,0.086,0.9179999999999999,0.16,0.027999999999999997,0.40399999999999997,0.40399999999999997,1.297,0.067,6.053999999999999,0.141,0
4215,11.297,1.083707693184907,0.10099999999999999,0.087,0.912,0.096,0.018000000000000002,0.10400000000000001,0.092,0.941,0.068,5.187,0.159,0
4216,10.17,1.099583297357591,0.098,0.08,0.9079999999999999,0.08,0.018000000000000002,0.094,0.094,0.8140000000000001,0.063,4.54,0.161,0
4217,11.199000000000002,1.0970096001421552,0.107,0.076,0.9179999999999999,0.092,0.02,0.096,0.096,1.0170000000000001,0.049,4.606,0.163,0
4218,12.960999999999999,1.0734817113639126,0.126,0.07200000000000001,0.9279999999999999,0.1,0.017,0.1,0.1,1.263,-0.004,5.966,0.145,0
4219,13.435,1.0737759493313288,0.131,0.075,0.9309999999999999,0.105,0.019,0.065,0.065,1.412,0.016,5.812,0.149,0
4220,14.238,1.0682056349418794,0.149,0.087,0.934,0.128,0.02,0.05,0.05,1.847,0.022000000000000002,6.577999999999999,0.16899999999999998,0
4221,14.860999999999999,1.067180896239453,0.138,0.098,0.937,0.14800000000000002,0.019,0.045,0.045,2.245,-0.015,8.091000000000001,0.195,0
4222,14.286,1.0670128123997955,0.146,0.113,0.935,0.147,0.02,0.039,0.039,2.155,-0.009000000000000001,7.505,0.214,0
4223,14.508,1.0676939728729953,0.135,0.11900000000000001,0.9359999999999999,0.151,0.02,0.032,0.032,2.26,0.045,7.78,0.222,0
4224,14.385,1.0664071919808416,0.172,0.10800000000000001,0.935,0.14,0.025,0.027000000000000003,0.027000000000000003,2.097,-0.03,5.7170000000000005,0.209,0
4225,14.116,1.0671293171616363,0.187,0.11199999999999999,0.934,0.152,0.027000000000000003,0.022000000000000002,0.022000000000000002,2.248,0.034,5.872000000000001,0.20600000000000002,0
4226,15.456,1.069484507775282,0.22699999999999998,0.109,0.9390000000000001,0.171,0.028999999999999998,0.222,0.222,2.1919999999999997,-0.009000000000000001,6.882999999999999,0.184,0
4227,15.174000000000001,1.061998532461287,0.177,0.10099999999999999,0.938,0.182,0.022000000000000002,0.213,0.213,2.316,0.021,8.38,0.165,0
4228,14.14,1.0672378632247241,0.158,0.094,0.934,0.171,0.022000000000000002,0.18899999999999997,0.18899999999999997,2.106,0.006999999999999999,7.888999999999999,0.152,0
4229,13.145999999999999,1.071919549352948,0.165,0.098,0.929,0.16,0.024,0.142,0.142,1.944,-0.024,6.7860000000000005,0.157,0
4230,12.914000000000001,1.0768718415467557,0.166,0.10400000000000001,0.9279999999999999,0.161,0.024,0.09699999999999999,0.09699999999999999,2.026,0.039,6.8229999999999995,0.16399999999999998,0
4231,12.383,1.077986321259279,0.165,0.10300000000000001,0.925,0.21899999999999997,0.024,0.067,0.067,2.74,-0.04,9.097000000000001,0.16,0
4232,12.252,1.0792372128318601,0.158,0.098,0.925,0.2,0.026000000000000002,0.065,0.065,2.4819999999999998,-0.015,8.198,0.155,0
4233,11.399000000000001,1.0809928196678031,0.111,0.08900000000000001,0.919,0.192,0.025,0.059000000000000004,0.059000000000000004,2.239,-0.055999999999999994,7.726,0.14400000000000002,0
4234,10.722999999999999,1.0907040204913037,0.17,0.08,0.915,0.228,0.031,0.36,0.36,1.71,0.039,7.454,0.128,0
4235,10.87,1.090069109619643,0.17,0.077,0.9159999999999999,0.282,0.03,0.5660000000000001,0.5660000000000001,1.45,-0.006,9.611,0.122,0
4236,11.017999999999999,1.0915425617758552,0.17800000000000002,0.086,0.917,0.32,0.031,0.585,0.585,1.597,-0.017,10.68,0.132,0
4237,11.318,1.0915781380641905,0.16699999999999998,0.086,0.919,0.317,0.028999999999999998,0.617,0.617,1.496,0.008,11.138,0.132,0
4238,11.902000000000001,1.0796865756502243,0.205,0.10300000000000001,0.924,0.297,0.033,0.611,0.611,1.4869999999999999,0.026000000000000002,8.902999999999999,0.152,0
4239,11.411,1.0859210895559317,0.131,0.08900000000000001,0.919,0.275,0.031,0.541,0.541,1.568,0.016,9.565,0.131,0
4240,11.017000000000001,1.0908100266379244,0.185,0.09300000000000001,0.917,0.272,0.033,0.59,0.59,1.338,-0.003,8.316,0.132,0
4241,10.857000000000001,1.0917179897974003,0.133,0.094,0.9159999999999999,0.265,0.028999999999999998,0.59,0.59,1.291,0.0,9.37,0.128,0
4242,10.363,1.0927646761862753,0.141,0.096,0.912,0.278,0.03,0.605,0.605,1.249,0.015,9.141,0.131,0
4244,19.052,1.0679369478429024,0.096,0.062,0.934,0.057999999999999996,0.012,0.226,0.226,0.846,0.042,4.303,0.106,0
4245,21.949,1.0559669904402218,0.102,0.061,0.948,0.102,0.012,0.218,0.218,1.828,0.011000000000000001,10.734000000000002,0.10300000000000001,0
4246,25.155,1.054737846590129,0.115,0.066,0.953,0.091,0.011000000000000001,0.305,0.305,1.5,0.015,8.394,0.10800000000000001,0
4247,28.314,1.0449284395089884,0.11699999999999999,0.08199999999999999,0.9570000000000001,0.162,0.01,0.401,0.254,1.795,-0.015,16.871,0.132,0
4248,24.478,1.0446709230654478,0.114,0.08199999999999999,0.958,0.121,0.011000000000000001,0.379,0.379,1.92,-0.004,10.634,0.128,0
4249,23.237,1.0421587692106404,0.129,0.075,0.9590000000000001,0.114,0.016,0.359,0.359,1.7719999999999998,0.031,7.477,0.11900000000000001,0
4250,22.616,1.043944308171625,0.14,0.07400000000000001,0.958,0.102,0.017,0.375,0.375,1.507,-0.01,6.1579999999999995,0.114,0
4251,22.85,1.0452098058405248,0.159,0.083,0.958,0.105,0.02,0.36200000000000004,0.36200000000000004,1.6,0.031,5.496,0.12,0
4252,23.568,1.0415595734751493,0.163,0.098,0.9590000000000001,0.131,0.018000000000000002,0.348,0.348,2.1,0.004,7.329,0.136,0
4253,23.717,1.0422109740465333,0.13699999999999998,0.11199999999999999,0.96,0.162,0.015,0.442,0.442,2.234,-0.040999999999999995,10.975,0.153,0
4254,24.204,1.0402006868163178,0.13699999999999998,0.133,0.96,0.179,0.015,0.501,0.501,2.258,-0.03,12.133,0.18600000000000003,0
4255,21.726999999999997,1.0459905591848384,0.135,0.139,0.956,0.18,0.016,0.516,0.516,1.9769999999999999,0.016,11.254000000000001,0.18100000000000002,0
4256,19.372,1.0464018461605673,0.131,0.11800000000000001,0.951,0.166,0.017,0.511,0.511,1.655,0.024,9.949,0.152,0
4257,18.991,1.052501332202255,0.139,0.122,0.95,0.177,0.018000000000000002,0.573,0.573,1.51,0.07200000000000001,9.911,0.157,0
4258,19.515,1.0500585532881865,0.152,0.122,0.951,0.222,0.02,0.6940000000000001,0.6940000000000001,1.395,-0.061,11.347999999999999,0.15,0
4259,17.555999999999997,1.0521246590178557,0.161,0.10400000000000001,0.946,0.19399999999999998,0.022000000000000002,0.6940000000000001,0.6940000000000001,1.1,-0.039,9.868,0.128,0
4260,18.729,1.0554690594707017,0.01,0.1,0.9490000000000001,0.201,0.009000000000000001,0.6509999999999999,0.6509999999999999,1.385,0.032,22.44,0.126,0
4261,17.698,1.0535963225425546,0.256,0.107,0.9470000000000001,0.187,0.027000000000000003,0.589,0.589,1.433,-0.05,6.905,0.134,0
4262,16.614,1.0585732992987076,0.26,0.11599999999999999,0.943,0.19899999999999998,0.031,0.51,0.51,1.715,0.019,6.599,0.14400000000000002,0
4263,15.536,1.062362019849676,0.281,0.11599999999999999,0.94,0.18600000000000003,0.035,0.44799999999999995,0.44799999999999995,1.6969999999999998,-0.005,5.462999999999999,0.138,0
4264,15.827,1.063585990260661,0.13699999999999998,0.107,0.941,0.147,0.026000000000000002,0.494,0.494,1.255,-0.011000000000000001,5.737,0.128,0
4265,14.037,1.0650608640305514,-0.002,0.102,0.9329999999999999,0.10099999999999999,0.016,0.537,0.537,0.705,0.115,6.337999999999999,0.136,0
4266,12.02,1.07816860942374,0.15,0.094,0.9229999999999999,0.105,0.031,0.507,0.507,0.672,0.022000000000000002,3.3480000000000003,0.14800000000000002,0
4267,11.559000000000001,1.0895265363708038,0.22399999999999998,0.094,0.92,0.114,0.042,0.46299999999999997,0.46299999999999997,0.7659999999999999,0.032,2.74,0.154,0
4268,12.338,1.079069203242828,0.275,0.102,0.925,0.133,0.045,0.43200000000000005,0.43200000000000005,1.008,-0.039,2.9139999999999997,0.155,0
4269,7.297999999999999,1.0876548280408984,0.20199999999999999,0.09699999999999999,0.879,0.078,0.055999999999999994,0.306,0.306,0.452,0.04,1.7180000000000002,0.152,0
4270,6.604,1.1488984553051405,0.073,0.094,0.868,0.09300000000000001,0.038,0.311,0.311,0.485,0.114,2.342,0.15,0
4271,6.43,1.1524116972341456,0.098,0.1,0.865,0.091,0.043,0.311,0.311,0.465,-0.035,2.059,0.152,0
4284,8.192,1.1200798255115214,0.13,0.08900000000000001,0.8909999999999999,0.107,0.04,0.203,0.203,0.7829999999999999,-0.059000000000000004,2.802,0.161,0
4291,8.057,1.1215261352351067,0.111,0.055,0.89,0.076,0.027000000000000003,0.33399999999999996,0.501,0.691,-0.011000000000000001,2.877,0.085,0
4292,8.482999999999999,1.1236379383642128,0.10300000000000001,0.06,0.895,0.073,0.025,0.379,0.6,0.679,0.02,3.0069999999999997,0.087,0
4293,8.918,1.1050554096032088,0.147,0.066,0.899,0.042,0.031,0.303,0.428,0.415,0.012,1.3730000000000002,0.102,0
4294,7.796,1.122668583580277,0.134,0.071,0.8859999999999999,0.068,0.028999999999999998,0.102,0.102,0.535,0.023,2.354,0.10400000000000001,0
4295,8.11,1.1254000600906584,0.066,0.064,0.89,0.12,0.019,0.114,0.114,0.971,0.022000000000000002,6.324,0.09,0
4296,7.004,1.14053199150292,-0.044000000000000004,0.055,0.875,0.10300000000000001,0.004,0.114,0.114,0.733,0.013999999999999999,26.253,0.076,0
4297,5.957000000000001,1.1646314095956773,-0.04,0.052000000000000005,0.856,0.07400000000000001,0.006,0.107,0.107,0.45799999999999996,0.009000000000000001,11.669,0.077,0
4298,6.251,1.1483616876629346,-0.08900000000000001,0.05,0.862,0.068,-0.001,0.11599999999999999,0.11599999999999999,0.434,0.013999999999999999,-56.383,0.08,0
4300,15.904000000000002,1.0628765167230259,0.161,0.106,0.941,0.201,0.019,0.17300000000000001,0.17300000000000001,2.8089999999999997,0.05,10.799000000000001,0.23199999999999998,0
4301,15.915,1.0628341653224882,0.187,0.109,0.941,0.14400000000000002,0.022000000000000002,0.13699999999999998,0.13699999999999998,2.102,0.057,7.042999999999999,0.218,0
4302,15.315,1.0659993434814439,0.21600000000000003,0.10300000000000001,0.9390000000000001,0.147,0.023,0.10099999999999999,0.10099999999999999,2.154,-0.07400000000000001,6.577999999999999,0.17600000000000002,0
4303,14.231,1.0651412055480702,0.23,0.1,0.934,0.125,0.027000000000000003,0.02,0.02,1.8619999999999999,0.057999999999999996,4.665,0.166,0
4304,13.071,1.0715487747469243,0.25,0.10800000000000001,0.929,0.109,0.031,0.016,0.016,1.5119999999999998,0.027999999999999997,3.602,0.168,0
4305,12.072000000000001,1.0828009658502933,0.254,0.11699999999999999,0.9229999999999999,0.161,0.033,0.01,0.01,2.0780000000000003,-0.08800000000000001,5.026,0.174,0
4312,10.894,1.093504469120001,0.21,0.099,0.9159999999999999,0.23600000000000002,0.035,0.057999999999999996,0.057999999999999996,2.6489999999999996,-0.034,6.852,0.151,0
4313,10.923,1.0911261094054523,0.222,0.1,0.9159999999999999,0.20600000000000002,0.037000000000000005,0.083,0.083,2.252,0.059000000000000004,5.746,0.149,0
4314,11.062999999999999,1.0895134734588237,0.21899999999999997,0.1,0.917,0.2,0.036000000000000004,0.16699999999999998,0.16699999999999998,2.0140000000000002,-0.040999999999999995,5.702999999999999,0.156,0
4315,11.401,1.094920960746954,0.22,0.096,0.919,0.19899999999999998,0.036000000000000004,0.239,0.239,1.8769999999999998,0.084,5.609,0.145,0
4316,12.929,1.0743216483163884,0.213,0.099,0.9279999999999999,0.172,0.033,0.27399999999999997,0.27399999999999997,1.7380000000000002,0.008,5.306,0.145,0
4317,10.597000000000001,1.0879531914868323,0.2,0.099,0.914,0.171,0.035,0.20800000000000002,0.20800000000000002,1.569,-0.001,4.913,0.141,0
4318,9.866,1.0998444689034357,0.191,0.085,0.9079999999999999,0.14300000000000002,0.037000000000000005,0.184,0.184,1.264,0.055999999999999994,3.93,0.11800000000000001,0
4319,10.251,1.1003076995524086,0.171,0.07400000000000001,0.9109999999999999,0.135,0.034,0.27899999999999997,0.27899999999999997,1.092,0.042,4.1339999999999995,0.106,0
4320,10.006,1.0998852753391861,0.17800000000000002,0.071,0.909,0.165,0.034,0.32799999999999996,0.32799999999999996,1.2229999999999999,-0.003,4.968,0.10400000000000001,0
4321,9.464,1.1052203421346227,0.17,0.08,0.904,0.161,0.035,0.303,0.303,1.177,0.023,4.725,0.114,0
4322,8.977,1.109952359765163,0.14,0.09300000000000001,0.9,0.151,0.036000000000000004,0.273,0.273,1.092,0.023,4.186,0.129,0
4323,9.266,1.1049050773938618,0.17300000000000001,0.099,0.903,0.158,0.035,0.265,0.265,1.193,0.027000000000000003,4.5089999999999995,0.136,0
4324,9.804,1.1080914204123375,0.08,0.087,0.907,0.18899999999999997,0.027000000000000003,0.251,0.251,1.5319999999999998,0.022000000000000002,7.039,0.115,0
4325,7.666,1.1214496395018572,-0.061,0.066,0.885,0.152,0.005,0.262,0.262,0.975,0.023,31.45,0.08199999999999999,0
4326,6.915,1.1335137895812053,-0.483,0.073,0.8740000000000001,0.083,-0.03,0.251,0.251,0.493,0.016,-2.733,0.095,0
4327,9.162,1.0844865041811744,-0.8009999999999999,0.071,0.902,0.07,-0.035,0.33799999999999997,0.33799999999999997,0.474,0.031,-2.015,0.102,0
4328,19.375,1.0566244497346022,0.113,0.124,0.946,0.16,0.017,0.32299999999999995,0.303,2.0780000000000003,-0.009000000000000001,9.859,0.21100000000000002,0
4329,19.209,1.0573454474238997,0.09300000000000001,0.109,0.941,0.162,0.019,0.256,0.222,2.137,0.06,8.564,0.188,0
4330,17.401,1.0604429370330593,0.106,0.106,0.937,0.131,0.02,0.264,0.23600000000000002,1.604,-0.019,7.704,0.17300000000000001,0
4331,22.504,1.0564633693176946,-0.467,0.113,0.9540000000000001,0.105,0.009000000000000001,0.37200000000000005,0.354,1.479,0.042,11.485999999999999,0.179,0
4332,17.542,1.0591886755973727,-0.13699999999999998,0.10300000000000001,0.945,0.09699999999999999,0.011000000000000001,0.27699999999999997,0.272,1.2790000000000001,0.012,9.033,0.168,0
4333,23.471,1.0426167851729506,-0.455,0.09300000000000001,0.9570000000000001,0.083,-0.001,0.34700000000000003,0.33399999999999996,1.281,-0.045,-59.57,0.154,0
4334,19.776,1.0463182104070732,0.168,0.111,0.951,0.062,0.03,0.273,0.27,0.9279999999999999,-0.012,2.059,0.17,0
4335,17.622,1.0530614471015862,0.094,0.10400000000000001,0.946,0.055999999999999994,0.021,0.265,0.265,0.7659999999999999,-0.009000000000000001,2.665,0.165,0
4336,16.117,1.0591664909953402,0.179,0.102,0.9420000000000001,0.055999999999999994,0.025,0.214,0.214,0.757,0.028999999999999998,2.342,0.179,0
4337,16.403,1.059667398925537,0.17,0.096,0.943,0.055,0.025,0.16699999999999998,0.16699999999999998,0.795,0.012,2.3209999999999997,0.177,0
4338,14.725,1.0624974431598107,0.18600000000000003,0.091,0.9359999999999999,0.047,0.032,0.158,0.158,0.62,-0.025,1.59,0.203,0
4339,12.799000000000001,1.073862064612553,0.128,0.08,0.9279999999999999,0.055,0.03,0.146,0.146,0.649,0.025,1.834,0.183,0
4340,11.285,1.0837709398582984,0.16,0.079,0.919,0.064,0.034,0.134,0.134,0.6809999999999999,0.011000000000000001,1.859,0.16399999999999998,0
4347,15.745999999999999,1.0635089980856898,0.145,0.087,0.94,0.043,0.031,0.213,0.213,0.562,0.053,1.475,0.141,0
4348,16.262999999999998,1.0614910464694667,0.165,0.084,0.9420000000000001,0.036000000000000004,0.032,0.198,0.198,0.49700000000000005,0.042,1.199,0.14,0
4349,16.3,1.0613485382046686,0.177,0.087,0.9420000000000001,0.06,0.032,0.337,0.337,0.691,-0.019,1.992,0.136,0
4350,17.434,1.0544121500210077,0.191,0.10400000000000001,0.946,0.114,0.028999999999999998,0.29,0.29,1.494,0.026000000000000002,4.031000000000001,0.154,0
4351,14.934000000000001,1.0572610466673837,0.183,0.11800000000000001,0.937,0.132,0.027000000000000003,0.231,0.231,1.6159999999999999,0.002,4.9319999999999995,0.17300000000000001,0
4352,13.763,1.0716041788732147,0.213,0.135,0.932,0.132,0.027999999999999997,0.226,0.226,1.51,0.005,4.973,0.21600000000000003,0
4353,13.394,1.0702838688938492,0.193,0.136,0.9309999999999999,0.142,0.027000000000000003,0.265,0.265,1.5,0.126,5.365,0.222,0
4354,13.002,1.0720636773320227,0.18600000000000003,0.113,0.929,0.161,0.027999999999999997,0.24100000000000002,0.24100000000000002,1.7069999999999999,0.06,5.882999999999999,0.2,0
4355,13.165999999999999,1.0779251309760138,0.155,0.111,0.929,0.215,0.021,0.214,0.214,2.398,-0.069,10.985,0.19699999999999998,0
4356,12.267999999999999,1.0728653966648103,0.163,0.109,0.925,0.193,0.025,0.18600000000000003,0.18600000000000003,2.08,-0.013999999999999999,7.775,0.185,0
4357,14.242,1.068403008258333,0.129,0.095,0.934,0.179,0.018000000000000002,0.29100000000000004,0.29100000000000004,1.9369999999999998,0.013999999999999999,10.218,0.17300000000000001,0
4358,15.095999999999998,1.064450079986311,-0.019,0.092,0.938,0.145,0.005,0.354,0.354,1.505,0.11199999999999999,28.418000000000003,0.162,0
4359,15.168,1.063660498934878,-0.068,0.09699999999999999,0.938,0.14300000000000002,0.011000000000000001,0.36700000000000005,0.36700000000000005,1.46,-0.028999999999999998,12.389000000000001,0.163,0
4360,17.498,1.0552793854693487,-0.018000000000000002,0.10800000000000001,0.946,0.138,0.017,0.387,0.387,1.571,-0.053,8.121,0.193,0
4361,16.712,1.0584583083276622,0.141,0.111,0.9440000000000001,0.128,0.028999999999999998,0.358,0.358,1.46,0.034,4.569,0.201,0
4362,16.648,1.054363375827973,0.155,0.102,0.943,0.182,0.027000000000000003,0.316,0.316,2.1919999999999997,-0.006,6.942,0.20199999999999999,0
4363,15.485999999999999,1.0600816701083564,0.17600000000000002,0.09,0.9390000000000001,0.18,0.03,0.261,0.261,2.1959999999999997,-0.055,6.024,0.171,0
4364,14.284,1.0685796444162954,0.225,0.091,0.935,0.191,0.038,0.396,0.396,1.7630000000000001,0.027000000000000003,5.183,0.18600000000000003,0
4365,14.604000000000001,1.0712584643811969,0.19899999999999998,0.08,0.9359999999999999,0.203,0.031,0.36200000000000004,0.36200000000000004,2.02,-0.035,6.859,0.166,0
4366,12.798,1.0800665627043968,0.204,0.092,0.9279999999999999,0.172,0.034,0.284,0.284,1.7,0.054000000000000006,5.215,0.19899999999999998,0
4367,12.487,1.0825301797699098,0.222,0.09300000000000001,0.9259999999999999,0.203,0.036000000000000004,0.23,0.23,2.108,0.052000000000000005,5.882999999999999,0.19,0
4368,13.136,1.0848930123435971,0.259,0.114,0.929,0.249,0.044000000000000004,0.40700000000000003,0.40700000000000003,2.084,-0.025,6.142,0.23399999999999999,0
4369,12.501,1.073927033907003,0.187,0.094,0.9259999999999999,0.183,0.036000000000000004,0.425,0.425,1.422,0.017,5.547000000000001,0.187,0
4370,11.427999999999999,1.0910065995388347,0.136,0.087,0.9179999999999999,0.157,0.032,0.335,0.33,1.2770000000000001,0.011000000000000001,5.336,0.146,0
4371,11.812999999999999,1.0914381712914667,0.087,0.087,0.92,0.215,0.028999999999999998,0.335,0.33,1.8030000000000002,-0.10099999999999999,7.591,0.141,0
4372,10.18,1.0903893603923753,0.14800000000000002,0.087,0.909,0.172,0.031,0.305,0.302,1.324,-0.001,5.6770000000000005,0.133,0
4373,9.88,1.1043846875260854,0.134,0.073,0.907,0.155,0.028999999999999998,0.34,0.33799999999999997,1.111,0.055,5.474,0.106,0
4374,10.187000000000001,1.0991560777286136,0.136,0.07,0.91,0.136,0.033,0.41,0.40700000000000003,0.8959999999999999,0.069,4.24,0.10099999999999999,0
4375,10.392999999999999,1.0984597190623637,0.154,0.062,0.912,0.159,0.03,0.46299999999999997,0.461,0.968,-0.003,5.522,0.091,0
4376,10.218,1.0981745290840863,0.162,0.067,0.91,0.145,0.031,0.435,0.433,0.9179999999999999,0.023,4.868,0.095,0
4377,9.01,1.1107317795350695,0.141,0.071,0.899,0.136,0.03,0.381,0.379,0.84,0.02,4.797,0.1,0
4378,8.363999999999999,1.1199276249360641,0.12300000000000001,0.076,0.893,0.142,0.027999999999999997,0.33,0.32899999999999996,0.8859999999999999,0.025,5.186,0.10400000000000001,0
4379,9.011000000000001,1.1117876560345248,0.052000000000000005,0.062,0.9,0.187,0.013999999999999999,0.345,0.34299999999999997,1.226,0.015,13.599,0.083,0
