leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label
0.680063706,-0.472707864,0.11233585,0.83126263,0.682821593,-0.004133054,-0.214150259,-0.853173033,-0.781171295,1.211781085,-0.341042282,0.010295971,0.014653946,0
0.457204483,-0.443701862,0.252784862,0.747164527,0.568677325,-0.259632261,0.126727906,-0.907665997,-0.827685298,0.593237879,0.801980613,-0.163393662,0.016803119,0
0.138166254,-0.333058886,0.277210777,0.438804816,0.386046497,-0.25050729,0.467606072,-0.998487605,-0.905208635,0.455451014,0.558385569,-0.206130541,-0.00898696,0
0.032191238,-0.268823049,0.466511618,0.354706713,0.317559937,0.096241634,0.740308604,0.23214518,0.145232587,0.241282301,-1.371636695,-0.150017487,-0.026180347,0
0.076495919,-0.176089411,0.295530213,0.018314301,0.34038879,0.196616322,0.467606072,-0.771433586,-0.711400291,1.036552138,0.071195483,-0.072368791,-0.075611332,0
0.130151337,-0.299160765,0.051271063,0.298641311,0.386046497,-0.095382771,0.058552273,-0.785056827,-0.723028792,0.617200811,-0.453470764,-0.09825169,-0.064865466,0
0.237239535,-0.300788288,0.252784862,0.298641311,0.431704204,0.506865359,0.263079172,-0.076648287,-0.11834676,1.126413137,-0.584637325,0.0339718,-0.04122456,0
0.267518111,-0.330698135,0.429872746,0.382739414,0.454533058,0.762364566,0.263079172,0.58634945,0.447573603,0.865816241,-0.528423085,0.07831382,-0.039075386,0
0.379281677,-0.350692271,0.570321757,0.466837517,0.523019618,0.953988972,0.467606072,1.344709875,1.094893471,0.329645616,0.652075971,0.103929195,-0.019732827,0
0.497056432,-0.387218524,1.480187092,2.316995784,0.591506179,1.236863094,2.444699431,1.580846055,1.296454148,0.304185,0.858194853,-0.143797565,0.203781195,0
0.587892159,-0.435891759,-0.199094567,0.438804816,0.637163886,1.10911349,0.263079172,1.476401206,1.20730231,0.400036732,-0.92192277,0.250799597,-0.004688614,0
0.300245689,-0.380034167,0.588641193,0.410772115,0.477361911,0.762364566,0.331254806,1.367415277,1.114274305,0.127458369,1.982479668,0.072896469,-0.024031173,0
0.170671195,-0.320690805,0.674131896,0.102412404,0.408875351,0.716739708,0.535781705,1.353792035,1.102645804,0.046583471,-0.247351881,0.018789842,-0.071312986,0
0.361693387,-0.317265847,0.680238375,-0.177914606,0.523019618,0.72586468,0.399430439,1.444613643,1.180169142,0.06006262,-0.415994603,0.063399385,-0.103550585,0
0.515089995,-0.399998875,0.594747672,-0.346110812,0.591506179,0.853614283,0.263079172,1.580846055,1.296454148,0.067551037,0.314790526,0.125866122,-0.118594798,0
0.467000493,-0.383191535,0.710770769,-0.29004541,0.568677325,0.56161519,0.194903539,1.262970428,1.025122467,0.157412035,0.221100125,0.063600028,-0.120743971,0
0.574088691,-0.423417937,0.710770769,-0.121849204,0.614335033,0.588990105,0.126727906,1.004128846,0.804180955,0.477916264,0.202362045,0.083129243,-0.109998105,0
2.382120413,-0.636513199,0.295530213,-0.205947307,1.002425543,-0.734130789,-0.486852791,-0.535297406,-0.509839614,0.130453736,-0.303566122,-0.14031976,-0.103550585,0
2.748802871,-0.686271912,0.344382043,0.102412404,1.04808325,-0.734130789,-0.486852791,-0.676070898,-0.622248453,0.305682683,0.520909409,-0.218035337,-0.064865466,0
2.420636542,-0.678818411,0.319956128,0.102412404,1.139398664,-0.36000695,-0.418677158,-0.47172228,-0.455573278,1.148878386,-0.341042282,-0.053909669,-0.017583653,0
2.504125262,-0.795632084,0.240571904,-0.037751101,1.207885224,-0.323507063,-0.486852791,-0.303702306,-0.312155104,1.157864486,1.439075341,-0.01799464,-0.04122456,0
2.450692481,-0.773299721,0.271104298,-0.0097184,1.207885224,-0.615506157,-0.623204058,-0.430852557,-0.420687776,0.429990398,-1.015613171,-0.117312739,-0.058417946,0
2.577372699,-0.774340573,0.515363448,0.158477806,1.230714078,-0.542506383,-0.350501525,-0.421770396,-0.412935442,0.686094244,0.445957088,-0.152826484,-0.047672079,0
2.244976275,-0.726078857,0.60696063,0.494870218,1.162227517,-0.442131695,-0.214150259,-0.508050923,-0.486582613,0.882290757,0.071195483,-0.133364149,-0.000390267,0
2.189094492,-0.769583212,0.539789363,0.915360733,1.139398664,-0.433006723,-0.350501525,-0.635201174,-0.595115285,0.94219809,-0.19113764,-0.109554557,0.064084932,0
1.996291208,-0.725936671,0.435979224,1.335851248,1.093740957,-0.460381638,-0.486852791,-0.739646023,-0.684267123,0.838857941,0.558385569,-0.097917285,0.109217571,0
1.73001785,-0.669582176,0.405446831,1.419949351,1.025254396,-0.378256893,-0.350501525,-0.835008711,-0.765666628,0.990123955,-0.378518443,-0.094372599,0.096322531,0
1.344411281,-0.608729965,0.326062607,0.943393434,0.933938982,-0.396506836,-0.350501525,-1.102932454,-0.994360473,0.90176064,0.089933563,-0.09905426,0.031847332,0
1.535656109,-0.649435326,0.362701479,0.999458836,0.979596689,-0.405631808,-0.350501525,-1.298198911,-1.161035649,1.090468737,-0.415994603,-0.107748774,0.018952293,0
1.680147254,-0.660117091,0.417659788,0.859295331,1.025254396,-0.560756327,-0.282325892,-0.866796274,-0.792799796,0.51685603,0.221100125,-0.179980119,-0.00898696,0
1.754730511,-0.690336477,0.448192182,0.635033723,1.04808325,-0.515131468,-0.282325892,-0.798680068,-0.734657293,0.632177645,-0.19113764,-0.154565386,-0.026180347,0
1.926828593,-0.677621955,-0.254052875,1.588145558,1.002425543,-1.071754741,-0.077798993,-0.376359592,-0.44006861,-0.878984815,-0.734541967,-0.398078652,0.083427491,0
1.607790364,-0.595629935,-0.437247238,1.476014753,0.888281275,-1.090004684,0.058552273,-0.553461727,-0.591239118,-0.937394464,0.801980613,-0.406305,0.049040719,0
1.770092435,-0.662813726,-0.101390906,1.279785846,0.911110128,-1.126504571,0.194903539,-0.825926551,-0.823809131,-0.977831913,0.127409724,-0.418744842,0.021101466,0
1.001996211,-0.44641182,0.167294159,1.560112857,0.682821593,-1.090004684,0.740308604,-0.82138547,-0.808304463,-0.965850447,-1.015613171,-0.421286316,0.057637412,0
0.898024925,-0.42721876,0.368807958,1.672243661,0.637163886,-1.026129882,1.422064935,-1.075685972,-1.009865141,-0.810091382,-0.640851566,-0.416805297,0.061935758,0
0.87487072,-0.450936109,0.435979224,1.532080156,0.7284793,-1.117379599,0.603957338,-1.189212981,-1.079636144,-0.98082728,0.933147174,-0.42389467,0.033996506,0
0.832792405,-0.526444325,-0.315117663,1.419949351,0.7284793,-1.135629542,-0.214150259,-1.302739991,-1.164911815,-1.024260096,-0.397256523,-0.413595015,0.010355599,0
1.555025493,-0.593658252,-2.751602688,0.859295331,0.979596689,-1.126504571,-1.78218982,-0.971241123,-0.881951634,-0.959859713,-0.640851566,-0.764719609,-0.019732827,0
